"id","apogeo","apoperi_id","date","estival","invernal","invertido","otonyal","perigeo","primaveral","selecto","soe_id","year"
541,1,25403,"1958-03-21 02:05:46",0,0,0,0,0,1,1,7829,0
542,1,25443,"1959-09-23 18:08:25",0,0,0,1,0,0,0,7835,0
543,0,25496,"1961-09-23 05:42:24",0,0,0,1,1,0,0,7843,0
544,0,25602,"1965-09-23 05:05:58",0,0,0,1,1,0,0,7859,0
545,0,25622,"1966-06-21 19:33:21",1,0,0,0,1,0,0,7862,0
546,0,25708,"1969-09-23 04:06:52",0,0,0,1,1,0,0,7875,0
547,0,25728,"1970-06-21 18:42:37",1,0,0,0,1,0,0,7878,0
548,1,25781,"1972-06-21 06:06:10",1,0,0,0,0,0,0,7886,0
549,0,25834,"1974-06-21 16:37:35",1,0,0,0,1,0,0,7894,0
550,1,25887,"1976-06-21 04:24:11",1,0,0,0,0,0,0,7902,0
551,0,25940,"1978-06-21 16:09:33",1,0,0,0,1,0,1,7910,0
552,1,25993,"1980-06-21 03:47:00",1,0,0,0,0,0,0,7918,0
553,0,26046,"1982-06-21 15:23:00",1,0,1,0,1,0,0,7926,0
554,0,26086,"1983-12-22 09:29:55",0,1,0,0,1,0,0,7932,0
555,1,26099,"1984-06-21 03:02:13",1,0,0,0,0,0,0,7934,0
556,0,26152,"1986-06-21 14:29:57",1,0,0,0,1,0,1,7942,0
557,0,26192,"1987-12-22 08:45:53",0,1,0,0,1,0,0,7948,0
558,1,26205,"1988-06-21 01:56:31",1,0,0,0,0,0,0,7950,0
559,1,26245,"1989-12-21 20:22:01",0,1,0,0,0,0,0,7956,0
560,0,26258,"1990-06-21 13:32:47",1,0,0,0,1,0,0,7958,0
561,0,26298,"1991-12-22 07:53:38",0,1,0,0,1,0,1,7964,0
562,1,26351,"1993-12-21 19:25:48",0,1,0,0,0,0,0,7972,0
563,0,26364,"1994-06-21 12:47:32",1,0,0,0,1,0,0,7974,0
564,0,26384,"1995-03-21 01:14:25",0,0,0,0,1,1,0,7977,0
565,0,26404,"1995-12-22 07:16:48",0,1,1,0,1,0,0,7980,0
566,1,26437,"1997-03-20 12:54:39",0,0,0,0,0,1,0,7985,0
567,1,26457,"1997-12-21 19:07:02",0,1,0,0,0,0,0,7988,0
568,0,26470,"1998-06-21 12:02:34",1,0,0,0,1,0,0,7990,0
569,1,26477,"1998-09-23 03:37:11",0,0,0,1,0,0,0,7991,0
570,0,26510,"1999-12-22 06:43:48",0,1,0,0,1,0,1,7996,0
571,1,26543,"2001-03-20 12:30:42",0,0,0,0,0,1,0,8001,0
572,1,26563,"2001-12-21 18:21:29",0,1,0,0,0,0,0,8004,0
573,1,26583,"2002-09-23 02:55:24",0,0,0,1,0,0,0,8007,0
574,0,26616,"2003-12-22 06:03:49",0,1,1,0,1,0,0,8012,0
575,0,26636,"2004-09-22 14:29:50",0,0,0,1,1,0,0,8015,0
576,1,26649,"2005-03-20 11:33:25",0,0,0,0,0,1,0,8017,0
577,1,26669,"2005-12-21 17:34:57",0,1,0,0,0,0,0,8020,0
578,1,26689,"2006-09-23 02:03:22",0,0,0,1,0,0,1,8023,0
579,0,26722,"2007-12-22 05:07:49",0,1,0,0,1,0,0,8028,0
580,1,26755,"2009-03-20 10:43:37",0,0,0,0,0,1,0,8033,0
581,0,26828,"2011-12-22 04:30:03",0,1,0,0,1,0,0,8044,0
582,0,26934,"2015-12-22 03:47:57",0,1,0,0,1,0,0,8060,0
583,1,27239,"2027-06-21 12:10:50",1,0,0,0,0,0,0,8106,0
584,1,27345,"2031-06-21 11:17:08",1,0,0,0,0,0,0,8122,0
585,0,27398,"2033-06-20 23:01:09",1,0,0,0,1,0,0,8130,0
586,0,27564,"2039-09-23 01:49:39",0,0,0,1,1,0,0,8155,0
587,1,27617,"2041-09-22 13:26:36",0,0,0,1,0,0,0,8163,0
588,1,27703,"2044-12-21 04:43:40",0,1,0,0,0,0,0,8176,0
589,1,27723,"2045-09-22 12:33:01",0,0,0,1,0,0,0,8179,0
590,1,27789,"2048-03-19 21:33:58",0,0,0,0,0,1,0,8189,0
591,1,27809,"2048-12-21 04:02:24",0,1,1,0,0,0,0,8192,0
592,1,27829,"2049-09-22 11:42:46",0,0,0,1,0,0,0,8195,0
593,0,27862,"2050-12-21 15:38:54",0,1,0,0,1,0,0,8200,0
594,1,27895,"2052-03-19 20:56:19",0,0,0,0,0,1,0,8205,0
595,1,28001,"2056-03-19 20:11:27",0,0,0,0,0,1,0,8221,0
596,0,28054,"2058-03-20 08:05:27",0,0,0,0,1,1,0,8229,0
597,0,28160,"2062-03-20 07:08:02",0,0,0,0,1,1,0,8245,0
598,0,28326,"2068-06-20 09:54:32",1,0,0,0,1,0,0,8270,0
599,1,28379,"2070-06-20 21:23:24",1,0,0,0,0,0,0,8278,0
600,1,28485,"2074-06-20 20:59:23",1,0,0,0,0,0,0,8294,0
601,1,28591,"2078-06-20 19:59:02",1,0,0,0,0,0,0,8310,0
602,0,28598,"2078-09-22 12:25:37",0,0,0,1,1,0,0,8311,0
603,1,28697,"2082-06-20 19:04:32",1,0,0,0,0,0,0,8326,0
604,0,28704,"2082-09-22 11:24:13",0,0,0,1,1,0,0,8327,0
605,0,28790,"2085-12-21 03:30:08",0,1,0,0,1,0,0,8340,0
606,0,28810,"2086-09-22 10:33:40",0,0,0,1,1,0,1,8343,0
607,1,28843,"2087-12-21 15:10:00",0,1,0,0,0,0,0,8348,0
608,1,28863,"2088-09-21 22:19:50",0,0,0,1,0,0,0,8351,0
609,0,28916,"2090-09-22 10:01:00",0,0,1,1,1,0,0,8359,0
610,1,28949,"2091-12-21 14:40:15",0,1,0,0,0,0,0,8364,0
611,1,28969,"2092-09-21 21:43:33",0,0,0,1,0,0,0,8367,0
612,1,29035,"2095-03-20 07:16:47",0,0,1,0,0,1,0,8377,0
613,1,29055,"2095-12-21 14:02:40",0,1,0,0,0,0,0,8380,0
614,1,29075,"2096-09-21 20:56:36",0,0,0,1,0,0,0,8383,0
615,0,29128,"2098-09-22 08:26:07",0,0,0,1,1,0,0,8391,0
616,1,29141,"2099-03-20 06:19:37",0,0,0,0,0,1,0,8393,0
